     T(MeV)         phi_e         thetah           tnuh           nbh           a/a_i             N              P             H2            He4
 .1262199D-01  0.1419358D+02  0.2338492D-24  0.7149575D+00  0.2247198D-14  0.1107844D+04  0.5552109D-08  0.7533118D+00  0.1917656D-04  0.6165540D-01
 .1253161D-01  0.1447512D+02  0.2305120D-24  0.7149575D+00  0.2199266D-14  0.1115834D+04  0.5415367D-08  0.7533118D+00  0.1917133D-04  0.6165540D-01
 .1244190D-01  0.1475866D+02  0.2272237D-24  0.7149575D+00  0.2152374D-14  0.1123879D+04  0.5281306D-08  0.7533118D+00  0.1916621D-04  0.6165540D-01
 .1235317D-01  0.1504324D+02  0.2239943D-24  0.7149575D+00  0.2106652D-14  0.1131952D+04  0.5150332D-08  0.7533118D+00  0.1916124D-04  0.6165540D-01
 .1226482D-01  0.1533079D+02  0.2208016D-24  0.7149575D+00  0.2061771D-14  0.1140107D+04  0.5021526D-08  0.7533118D+00  0.1915636D-04  0.6165540D-01
 .1217685D-01  0.1562131D+02  0.2176455D-24  0.7149575D+00  0.2017723D-14  0.1148343D+04  0.4894891D-08  0.7533118D+00  0.1915157D-04  0.6165540D-01
 .1208984D-01  0.1591286D+02  0.2145464D-24  0.7149575D+00  0.1974781D-14  0.1156607D+04  0.4771235D-08  0.7533118D+00  0.1914692D-04  0.6165540D-01
 .1200351D-01  0.1620642D+02  0.2114932D-24  0.7149575D+00  0.1932776D-14  0.1164926D+04  0.4650102D-08  0.7533118D+00  0.1914237D-04  0.6165540D-01
 .1191756D-01  0.1650295D+02  0.2084755D-24  0.7149575D+00  0.1891557D-14  0.1173327D+04  0.4531076D-08  0.7533118D+00  0.1913792D-04  0.6165540D-01
 .1183229D-01  0.1680148D+02  0.2055029D-24  0.7149575D+00  0.1851245D-14  0.1181783D+04  0.4414528D-08  0.7533118D+00  0.1913357D-04  0.6165540D-01
 .1174769D-01  0.1710202D+02  0.2025748D-24  0.7149575D+00  0.1811820D-14  0.1190293D+04  0.4300426D-08  0.7533118D+00  0.1912932D-04  0.6165540D-01
 .1166377D-01  0.1740457D+02  0.1996906D-24  0.7149575D+00  0.1773264D-14  0.1198858D+04  0.4188736D-08  0.7533118D+00  0.1912517D-04  0.6165540D-01
 .1158024D-01  0.1771008D+02  0.1968408D-24  0.7149575D+00  0.1735440D-14  0.1207505D+04  0.4079084D-08  0.7533118D+00  0.1912111D-04  0.6165540D-01
 .1149738D-01  0.1801761D+02  0.1940342D-24  0.7149575D+00  0.1698455D-14  0.1216207D+04  0.3971797D-08  0.7533118D+00  0.1911714D-04  0.6165540D-01
 .1141519D-01  0.1832714D+02  0.1912700D-24  0.7149575D+00  0.1662290D-14  0.1224964D+04  0.3866842D-08  0.7533118D+00  0.1911327D-04  0.6165540D-01
 .1133367D-01  0.1863868D+02  0.1885477D-24  0.7149575D+00  0.1626929D-14  0.1233775D+04  0.3764185D-08  0.7533118D+00  0.1910949D-04  0.6165540D-01
 .1125256D-01  0.1895320D+02  0.1858586D-24  0.7149575D+00  0.1592248D-14  0.1242668D+04  0.3663488D-08  0.7533118D+00  0.1910579D-04  0.6165540D-01
 .1117211D-01  0.1926972D+02  0.1832106D-24  0.7149575D+00  0.1558341D-14  0.1251617D+04  0.3565039D-08  0.7533118D+00  0.1910217D-04  0.6165540D-01
 .1109232D-01  0.1958826D+02  0.1806031D-24  0.7149575D+00  0.1525191D-14  0.1260620D+04  0.3468805D-08  0.7533118D+00  0.1909865D-04  0.6165540D-01
 .1101295D-01  0.1990977D+02  0.1780279D-24  0.7149575D+00  0.1492686D-14  0.1269705D+04  0.3374470D-08  0.7533118D+00  0.1909520D-04  0.6165540D-01
 .1093425D-01  0.2023329D+02  0.1754923D-24  0.7149575D+00  0.1460910D-14  0.1278844D+04  0.3282298D-08  0.7533118D+00  0.1909183D-04  0.6165540D-01
 .1085596D-01  0.2055979D+02  0.1729884D-24  0.7149575D+00  0.1429756D-14  0.1288066D+04  0.3191989D-08  0.7533118D+00  0.1908853D-04  0.6165540D-01
 .1077834D-01  0.2088831D+02  0.1705234D-24  0.7149575D+00  0.1399304D-14  0.1297343D+04  0.3103789D-08  0.7533118D+00  0.1908531D-04  0.6165540D-01
 .1070114D-01  0.2121980D+02  0.1680896D-24  0.7149575D+00  0.1369453D-14  0.1306701D+04  0.3017413D-08  0.7533118D+00  0.1908216D-04  0.6165540D-01
 .1062461D-01  0.2155331D+02  0.1656937D-24  0.7149575D+00  0.1340278D-14  0.1316115D+04  0.2933092D-08  0.7533118D+00  0.1907909D-04  0.6165540D-01
 .1054872D-01  0.2188883D+02  0.1633352D-24  0.7149575D+00  0.1311764D-14  0.1325583D+04  0.2850789D-08  0.7533118D+00  0.1907609D-04  0.6165540D-01
 .1047326D-01  0.2222733D+02  0.1610069D-24  0.7149575D+00  0.1283815D-14  0.1335133D+04  0.2770242D-08  0.7533118D+00  0.1907316D-04  0.6165540D-01
 .1039846D-01  0.2256785D+02  0.1587151D-24  0.7149575D+00  0.1256502D-14  0.1344738D+04  0.2691658D-08  0.7533118D+00  0.1907030D-04  0.6165540D-01
 .1032409D-01  0.2291135D+02  0.1564529D-24  0.7149575D+00  0.1229734D-14  0.1354425D+04  0.2614787D-08  0.7533118D+00  0.1906750D-04  0.6165540D-01
 .1025015D-01  0.2325783D+02  0.1542202D-24  0.7149575D+00  0.1203504D-14  0.1364194D+04  0.2539613D-08  0.7533118D+00  0.1906476D-04  0.6165540D-01
 .1017687D-01  0.2360633D+02  0.1520228D-24  0.7149575D+00  0.1177874D-14  0.1374018D+04  0.2466323D-08  0.7533118D+00  0.1906209D-04  0.6165540D-01
 .1010402D-01  0.2395781D+02  0.1498543D-24  0.7149575D+00  0.1152761D-14  0.1383924D+04  0.2394684D-08  0.7533118D+00  0.1905948D-04  0.6165540D-01
 .1003182D-01  0.2431132D+02  0.1477203D-24  0.7149575D+00  0.1128225D-14  0.1393884D+04  0.2324870D-08  0.7533118D+00  0.1905693D-04  0.6165540D-01
 .9960061D-02  0.2466780D+02  0.1456145D-24  0.7149575D+00  0.1104186D-14  0.1403927D+04  0.2256662D-08  0.7533118D+00  0.1905444D-04  0.6165540D-01
 .9888936D-02  0.2502631D+02  0.1435422D-24  0.7149575D+00  0.1080699D-14  0.1414025D+04  0.2190218D-08  0.7533118D+00  0.1905202D-04  0.6165540D-01
 .9818255D-02  0.2538780D+02  0.1414976D-24  0.7149575D+00  0.1057691D-14  0.1424204D+04  0.2125332D-08  0.7533118D+00  0.1904964D-04  0.6165540D-01
 .9748018D-02  0.2575229D+02  0.1394804D-24  0.7149575D+00  0.1035154D-14  0.1434466D+04  0.2061986D-08  0.7533118D+00  0.1904732D-04  0.6165540D-01
 .9678230D-02  0.2611976D+02  0.1374904D-24  0.7149575D+00  0.1013080D-14  0.1444810D+04  0.2000160D-08  0.7533118D+00  0.1904505D-04  0.6165540D-01
 .9609072D-02  0.2648925D+02  0.1355325D-24  0.7149575D+00  0.9915174D-15  0.1455208D+04  0.1939989D-08  0.7533118D+00  0.1904284D-04  0.6165540D-01
 .9540361D-02  0.2686173D+02  0.1336012D-24  0.7149575D+00  0.9703992D-15  0.1465689D+04  0.1881289D-08  0.7533118D+00  0.1904068D-04  0.6165540D-01
 .9472099D-02  0.2723720D+02  0.1316962D-24  0.7149575D+00  0.9497180D-15  0.1476251D+04  0.1824039D-08  0.7533118D+00  0.1903857D-04  0.6165540D-01
 .9404288D-02  0.2761567D+02  0.1298173D-24  0.7149575D+00  0.9294663D-15  0.1486896D+04  0.1768218D-08  0.7533118D+00  0.1903651D-04  0.6165540D-01
 .9337100D-02  0.2799616D+02  0.1279690D-24  0.7149575D+00  0.9096866D-15  0.1497596D+04  0.1713942D-08  0.7533118D+00  0.1903449D-04  0.6165540D-01
 .9270360D-02  0.2837964D+02  0.1261461D-24  0.7149575D+00  0.8903189D-15  0.1508377D+04  0.1661044D-08  0.7533118D+00  0.1903253D-04  0.6165540D-01
 .9204070D-02  0.2876611D+02  0.1243485D-24  0.7149575D+00  0.8713557D-15  0.1519241D+04  0.1609502D-08  0.7533118D+00  0.1903061D-04  0.6165540D-01
 .9138231D-02  0.2915558D+02  0.1225759D-24  0.7149575D+00  0.8527901D-15  0.1530187D+04  0.1559296D-08  0.7533118D+00  0.1902874D-04  0.6165540D-01
 .9072844D-02  0.2954804D+02  0.1208280D-24  0.7149575D+00  0.8346147D-15  0.1541214D+04  0.1510403D-08  0.7533118D+00  0.1902690D-04  0.6165540D-01
 .9007910D-02  0.2994350D+02  0.1191047D-24  0.7149575D+00  0.8168226D-15  0.1552324D+04  0.1462801D-08  0.7533118D+00  0.1902512D-04  0.6165540D-01
 .8943586D-02  0.3034098D+02  0.1174098D-24  0.7149575D+00  0.7994487D-15  0.1563489D+04  0.1416581D-08  0.7533118D+00  0.1902337D-04  0.6165540D-01
 .8879556D-02  0.3074243D+02  0.1157347D-24  0.7149575D+00  0.7824009D-15  0.1574763D+04  0.1371491D-08  0.7533118D+00  0.1902167D-04  0.6165540D-01
 .8816133D-02  0.3114591D+02  0.1140873D-24  0.7149575D+00  0.7657550D-15  0.1586092D+04  0.1327730D-08  0.7533118D+00  0.1902000D-04  0.6165540D-01
 .8753009D-02  0.3155336D+02  0.1124594D-24  0.7149575D+00  0.7494240D-15  0.1597530D+04  0.1285064D-08  0.7533118D+00  0.1901838D-04  0.6165540D-01
 .8690488D-02  0.3196283D+02  0.1108586D-24  0.7149575D+00  0.7334792D-15  0.1609023D+04  0.1243673D-08  0.7533118D+00  0.1901679D-04  0.6165540D-01
 .8628270D-02  0.3237627D+02  0.1092769D-24  0.7149575D+00  0.7178381D-15  0.1620626D+04  0.1203339D-08  0.7533118D+00  0.1901524D-04  0.6165540D-01
 .8566650D-02  0.3279174D+02  0.1077216D-24  0.7149575D+00  0.7025679D-15  0.1632283D+04  0.1164228D-08  0.7533118D+00  0.1901374D-04  0.6165540D-01
 .8505337D-02  0.3321119D+02  0.1061852D-24  0.7149575D+00  0.6875904D-15  0.1644050D+04  0.1126135D-08  0.7533118D+00  0.1901226D-04  0.6165540D-01
 .8444477D-02  0.3363364D+02  0.1046710D-24  0.7149575D+00  0.6729355D-15  0.1655899D+04  0.1089131D-08  0.7533118D+00  0.1901082D-04  0.6165540D-01
 .8384069D-02  0.3405908D+02  0.1031789D-24  0.7149575D+00  0.6585969D-15  0.1667830D+04  0.1053191D-08  0.7533118D+00  0.1900941D-04  0.6165540D-01
 .8324112D-02  0.3448754D+02  0.1017084D-24  0.7149575D+00  0.6445682D-15  0.1679843D+04  0.1018295D-08  0.7533118D+00  0.1900804D-04  0.6165540D-01
 .8264606D-02  0.3491899D+02  0.1002595D-24  0.7149575D+00  0.6308433D-15  0.1691938D+04  0.9844191D-09  0.7533118D+00  0.1900670D-04  0.6165540D-01
 .8205549D-02  0.3535344D+02  0.9883174D-25  0.7149575D+00  0.6174161D-15  0.1704115D+04  0.9515408D-09  0.7533118D+00  0.1900539D-04  0.6165540D-01
 .8146811D-02  0.3579188D+02  0.9742186D-25  0.7149575D+00  0.6042517D-15  0.1716402D+04  0.9195679D-09  0.7533118D+00  0.1900412D-04  0.6165540D-01
 .8088523D-02  0.3623332D+02  0.9603282D-25  0.7149575D+00  0.5913746D-15  0.1728770D+04  0.8885533D-09  0.7533118D+00  0.1900287D-04  0.6165540D-01
 .8030685D-02  0.3667776D+02  0.9466435D-25  0.7149575D+00  0.5787789D-15  0.1741221D+04  0.8584746D-09  0.7533118D+00  0.1900166D-04  0.6165540D-01
 .7973296D-02  0.3712521D+02  0.9331618D-25  0.7149575D+00  0.5664589D-15  0.1753754D+04  0.8293096D-09  0.7533118D+00  0.1900047D-04  0.6165540D-01
 .7916229D-02  0.3757664D+02  0.9198521D-25  0.7149575D+00  0.5543830D-15  0.1766396D+04  0.8009763D-09  0.7533118D+00  0.1899931D-04  0.6165540D-01
 .7859612D-02  0.3803108D+02  0.9067414D-25  0.7149575D+00  0.5425728D-15  0.1779121D+04  0.7735176D-09  0.7533118D+00  0.1899818D-04  0.6165540D-01
 .7803441D-02  0.3848852D+02  0.8938272D-25  0.7149575D+00  0.5310227D-15  0.1791927D+04  0.7469118D-09  0.7533118D+00  0.1899708D-04  0.6165540D-01
 .7747714D-02  0.3894897D+02  0.8811067D-25  0.7149575D+00  0.5197272D-15  0.1804816D+04  0.7211374D-09  0.7533118D+00  0.1899601D-04  0.6165540D-01
 .7692308D-02  0.3941347D+02  0.8685496D-25  0.7149575D+00  0.5086564D-15  0.1817816D+04  0.6961183D-09  0.7533118D+00  0.1899496D-04  0.6165540D-01
